Location,Sex or gender,Age at divorce,Indicator,Unit Of Measure,VALUE
Ontario,Males,Under 20 years,Number of divorces,Number,3.0
Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",9.2
Ontario,Males,20 to 24 years,Number of divorces,Number,354.0
Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.7
Ontario,Males,25 to 29 years,Number of divorces,Number,2139.0
Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",22.2
Ontario,Males,30 to 34 years,Number of divorces,Number,3825.0
Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",19.0
Ontario,Males,35 to 39 years,Number of divorces,Number,4725.0
Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",16.5
Ontario,Males,40 to 44 years,Number of divorces,Number,4920.0
Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",15.0
Ontario,Males,45 to 49 years,Number of divorces,Number,5112.0
Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",13.3
Ontario,Males,50 to 54 years,Number of divorces,Number,3699.0
Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.3
Ontario,Males,55 to 59 years,Number of divorces,Number,2202.0
Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.0
Ontario,Males,60 to 64 years,Number of divorces,Number,1338.0
Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.7
Ontario,Males,65 years and over,Number of divorces,Number,1014.0
Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.6
Ontario,Females,All ages,Number of divorces,Number,29382.0
Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",10.0
Ontario,Females,Under 20 years,Number of divorces,Number,3.0
Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",2.5
Ontario,Females,20 to 24 years,Number of divorces,Number,927.0
Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",22.6
Ontario,Females,25 to 29 years,Number of divorces,Number,3147.0
Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",20.3
Ontario,Females,30 to 34 years,Number of divorces,Number,4440.0
Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.9
Ontario,Females,35 to 39 years,Number of divorces,Number,4932.0
Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.4
Ontario,Females,40 to 44 years,Number of divorces,Number,5058.0
Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.6
Ontario,Females,45 to 49 years,Number of divorces,Number,4689.0
Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.0
Ontario,Females,50 to 54 years,Number of divorces,Number,3150.0
Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.8
Ontario,Females,55 to 59 years,Number of divorces,Number,1719.0
Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.6
Ontario,Females,60 to 64 years,Number of divorces,Number,822.0
Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.1
Ontario,Females,65 years and over,Number of divorces,Number,495.0
Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.0
Ontario,Both sexes,All ages,Number of divorces,Number,57270.0
Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",9.8
Ontario,Both sexes,Under 20 years,Number of divorces,Number,3.0
Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",2.3
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,1050.0
Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",19.3
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,4944.0
Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",20.4
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,7764.0
Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.9
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,9300.0
Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.6
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9699.0
Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.5
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,9528.0
Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.5
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,7074.0
Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.7
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,4107.0
Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.5
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,2211.0
Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.9
Ontario,Both sexes,65 years and over,Number of divorces,Number,1590.0
Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.4
Ontario,Males,All ages,Number of divorces,Number,28608.0
Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",9.9
Ontario,Males,Under 20 years,Number of divorces,Number,0.0
Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",0.0
Ontario,Males,20 to 24 years,Number of divorces,Number,270.0
Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",17.4
Ontario,Males,25 to 29 years,Number of divorces,Number,2010.0
Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",21.9
Ontario,Males,30 to 34 years,Number of divorces,Number,3516.0
Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",17.8
Ontario,Males,35 to 39 years,Number of divorces,Number,4575.0
Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",16.3
Ontario,Males,40 to 44 years,Number of divorces,Number,4788.0
Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.9
Ontario,Males,45 to 49 years,Number of divorces,Number,4932.0
Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",13.1
Ontario,Males,50 to 54 years,Number of divorces,Number,3759.0
Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.3
Ontario,Males,55 to 59 years,Number of divorces,Number,2373.0
Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.4
Ontario,Males,60 to 64 years,Number of divorces,Number,1332.0
Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.6
Ontario,Males,65 years and over,Number of divorces,Number,1053.0
Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.6
Ontario,Females,All ages,Number of divorces,Number,28662.0
Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",9.7
Ontario,Females,Under 20 years,Number of divorces,Number,3.0
Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",3.0
Ontario,Females,20 to 24 years,Number of divorces,Number,780.0
Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",20.0
Ontario,Females,25 to 29 years,Number of divorces,Number,2934.0
Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",19.4
Ontario,Females,30 to 34 years,Number of divorces,Number,4248.0
Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.2
Ontario,Females,35 to 39 years,Number of divorces,Number,4725.0
Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.0
Ontario,Females,40 to 44 years,Number of divorces,Number,4911.0
Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.2
Ontario,Females,45 to 49 years,Number of divorces,Number,4596.0
Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.0
Ontario,Females,50 to 54 years,Number of divorces,Number,3315.0
Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.1
Ontario,Females,55 to 59 years,Number of divorces,Number,1734.0
Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.5
Ontario,Females,60 to 64 years,Number of divorces,Number,879.0
Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.2
Ontario,Females,65 years and over,Number of divorces,Number,537.0
Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.1
Ontario,Both sexes,All ages,Number of divorces,Number,56919.0
Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",9.7
Ontario,Both sexes,Under 20 years,Number of divorces,Number,12.0
Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",9.6
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,816.0
Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",16.1
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,4671.0
Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",19.7
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,7689.0
Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.7
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,8997.0
Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.3
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9501.0
Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.3
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,9555.0
Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.9
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,7371.0
Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.9
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,4356.0
Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.7
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,2241.0
Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.0
Ontario,Both sexes,65 years and over,Number of divorces,Number,1710.0
Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.4
Ontario,Males,All ages,Number of divorces,Number,28395.0
Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",9.7
Ontario,Males,Under 20 years,Number of divorces,Number,3.0
Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",9.8
Ontario,Males,20 to 24 years,Number of divorces,Number,222.0
Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",15.0
Ontario,Males,25 to 29 years,Number of divorces,Number,1818.0
Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",20.1
Ontario,Males,30 to 34 years,Number of divorces,Number,3504.0
Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",17.6
Ontario,Males,35 to 39 years,Number of divorces,Number,4359.0
Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.8
Ontario,Males,40 to 44 years,Number of divorces,Number,4692.0
Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.6
Ontario,Males,45 to 49 years,Number of divorces,Number,4842.0
Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",13.2
Ontario,Males,50 to 54 years,Number of divorces,Number,4005.0
Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.8
Ontario,Males,55 to 59 years,Number of divorces,Number,2472.0
Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.5
Ontario,Males,60 to 64 years,Number of divorces,Number,1332.0
Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.6
Ontario,Males,65 years and over,Number of divorces,Number,1146.0
Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.7
Ontario,Females,All ages,Number of divorces,Number,28524.0
Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",9.6
Ontario,Females,Under 20 years,Number of divorces,Number,9.0
Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",9.5
Ontario,Females,20 to 24 years,Number of divorces,Number,594.0
Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",16.6
Ontario,Females,25 to 29 years,Number of divorces,Number,2853.0
Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",19.5
Ontario,Females,30 to 34 years,Number of divorces,Number,4185.0
Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.0
Ontario,Females,35 to 39 years,Number of divorces,Number,4638.0
Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.9
Ontario,Females,40 to 44 years,Number of divorces,Number,4809.0
Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.0
Ontario,Females,45 to 49 years,Number of divorces,Number,4713.0
Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.5
Ontario,Females,50 to 54 years,Number of divorces,Number,3366.0
Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.1
Ontario,Females,55 to 59 years,Number of divorces,Number,1884.0
Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.8
Ontario,Females,60 to 64 years,Number of divorces,Number,909.0
Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.3
Ontario,Females,65 years and over,Number of divorces,Number,564.0
Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.1
Ontario,Both sexes,All ages,Number of divorces,Number,54798.0
Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",9.2
Ontario,Both sexes,Under 20 years,Number of divorces,Number,3.0
Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",2.5
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,666.0
Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",14.3
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,4002.0
Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",17.5
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,7191.0
Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",15.6
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,8454.0
Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.5
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,9174.0
Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.0
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,9090.0
Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.6
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,7539.0
Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.0
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,4500.0
Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.7
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,2355.0
Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.2
Ontario,Both sexes,65 years and over,Number of divorces,Number,1824.0
Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.5
Ontario,Males,All ages,Number of divorces,Number,27351.0
Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",9.3
Ontario,Males,Under 20 years,Number of divorces,Number,0.0
Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",0.0
Ontario,Males,20 to 24 years,Number of divorces,Number,165.0
Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",11.7
Ontario,Males,25 to 29 years,Number of divorces,Number,1575.0
Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",17.8
Ontario,Males,30 to 34 years,Number of divorces,Number,3216.0
Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",16.0
Ontario,Males,35 to 39 years,Number of divorces,Number,4095.0
Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",15.0
Ontario,Males,40 to 44 years,Number of divorces,Number,4512.0
Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",14.2
Ontario,Males,45 to 49 years,Number of divorces,Number,4641.0
Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",13.0
Ontario,Males,50 to 54 years,Number of divorces,Number,3957.0
Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.5
Ontario,Males,55 to 59 years,Number of divorces,Number,2547.0
Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.6
Ontario,Males,60 to 64 years,Number of divorces,Number,1422.0
Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.9
Ontario,Males,65 years and over,Number of divorces,Number,1221.0
Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.8
Ontario,Females,All ages,Number of divorces,Number,27447.0
Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",9.2
Ontario,Females,Under 20 years,Number of divorces,Number,3.0
Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",3.4
Ontario,Females,20 to 24 years,Number of divorces,Number,501.0
Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",15.4
Ontario,Females,25 to 29 years,Number of divorces,Number,2427.0
Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",17.2
Ontario,Females,30 to 34 years,Number of divorces,Number,3975.0
Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",15.3
Ontario,Females,35 to 39 years,Number of divorces,Number,4359.0
Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.1
Ontario,Females,40 to 44 years,Number of divorces,Number,4662.0
Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.8
Ontario,Females,45 to 49 years,Number of divorces,Number,4449.0
Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.2
Ontario,Females,50 to 54 years,Number of divorces,Number,3582.0
Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.5
Ontario,Females,55 to 59 years,Number of divorces,Number,1953.0
Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.9
Ontario,Females,60 to 64 years,Number of divorces,Number,933.0
Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.4
Ontario,Females,65 years and over,Number of divorces,Number,603.0
Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.1
Ontario,Both sexes,All ages,Number of divorces,Number,50838.0
Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",8.5
Ontario,Both sexes,Under 20 years,Number of divorces,Number,6.0
Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",5.3
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,549.0
Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",13.0
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,3423.0
Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",15.5
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,6582.0
Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",14.3
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,8025.0
Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",13.9
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,8460.0
Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.0
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,8328.0
Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.9
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,7050.0
Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.2
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,4323.0
Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.3
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,2232.0
Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.9
Ontario,Both sexes,65 years and over,Number of divorces,Number,1860.0
Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.4
Ontario,Males,All ages,Number of divorces,Number,25260.0
Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",8.5
Ontario,Males,Under 20 years,Number of divorces,Number,3.0
Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",10.7
Ontario,Males,20 to 24 years,Number of divorces,Number,147.0
Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",11.2
Ontario,Males,25 to 29 years,Number of divorces,Number,1296.0
Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",15.0
Ontario,Males,30 to 34 years,Number of divorces,Number,2955.0
Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",14.5
Ontario,Males,35 to 39 years,Number of divorces,Number,3795.0
Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.0
Ontario,Males,40 to 44 years,Number of divorces,Number,4173.0
Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.3
Ontario,Males,45 to 49 years,Number of divorces,Number,4185.0
Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.1
Ontario,Males,50 to 54 years,Number of divorces,Number,3753.0
Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.8
Ontario,Males,55 to 59 years,Number of divorces,Number,2463.0
Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.2
Ontario,Males,60 to 64 years,Number of divorces,Number,1278.0
Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.3
Ontario,Males,65 years and over,Number of divorces,Number,1212.0
Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.7
Ontario,Females,All ages,Number of divorces,Number,25578.0
Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",8.6
Ontario,Females,Under 20 years,Number of divorces,Number,3.0
Ontario,Females,Under 20 years,Divorce rate,"Rate per 1,000 married persons",3.6
Ontario,Females,20 to 24 years,Number of divorces,Number,402.0
Ontario,Females,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",13.9
Ontario,Females,25 to 29 years,Number of divorces,Number,2127.0
Ontario,Females,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",15.7
Ontario,Females,30 to 34 years,Number of divorces,Number,3627.0
Ontario,Females,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",14.0
Ontario,Females,35 to 39 years,Number of divorces,Number,4230.0
Ontario,Females,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",13.8
Ontario,Females,40 to 44 years,Number of divorces,Number,4287.0
Ontario,Females,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",12.8
Ontario,Females,45 to 49 years,Number of divorces,Number,4143.0
Ontario,Females,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",11.7
Ontario,Females,50 to 54 years,Number of divorces,Number,3297.0
Ontario,Females,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",8.7
Ontario,Females,55 to 59 years,Number of divorces,Number,1860.0
Ontario,Females,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",5.5
Ontario,Females,60 to 64 years,Number of divorces,Number,954.0
Ontario,Females,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",3.4
Ontario,Females,65 years and over,Number of divorces,Number,648.0
Ontario,Females,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.1
Ontario,Both sexes,All ages,Number of divorces,Number,51318.0
Ontario,Both sexes,All ages,Divorce rate,"Rate per 1,000 married persons",8.6
Ontario,Both sexes,Under 20 years,Number of divorces,Number,9.0
Ontario,Both sexes,Under 20 years,Divorce rate,"Rate per 1,000 married persons",8.7
Ontario,Both sexes,20 to 24 years,Number of divorces,Number,435.0
Ontario,Both sexes,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",11.8
Ontario,Both sexes,25 to 29 years,Number of divorces,Number,3111.0
Ontario,Both sexes,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",14.7
Ontario,Both sexes,30 to 34 years,Number of divorces,Number,6516.0
Ontario,Both sexes,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",14.2
Ontario,Both sexes,35 to 39 years,Number of divorces,Number,7872.0
Ontario,Both sexes,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",13.8
Ontario,Both sexes,40 to 44 years,Number of divorces,Number,8391.0
Ontario,Both sexes,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.1
Ontario,Both sexes,45 to 49 years,Number of divorces,Number,8244.0
Ontario,Both sexes,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.1
Ontario,Both sexes,50 to 54 years,Number of divorces,Number,7476.0
Ontario,Both sexes,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",9.8
Ontario,Both sexes,55 to 59 years,Number of divorces,Number,4608.0
Ontario,Both sexes,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",6.6
Ontario,Both sexes,60 to 64 years,Number of divorces,Number,2589.0
Ontario,Both sexes,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",4.4
Ontario,Both sexes,65 years and over,Number of divorces,Number,2064.0
Ontario,Both sexes,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.5
Ontario,Males,All ages,Number of divorces,Number,25485.0
Ontario,Males,All ages,Divorce rate,"Rate per 1,000 married persons",8.5
Ontario,Males,Under 20 years,Number of divorces,Number,0.0
Ontario,Males,Under 20 years,Divorce rate,"Rate per 1,000 married persons",0.0
Ontario,Males,20 to 24 years,Number of divorces,Number,105.0
Ontario,Males,20 to 24 years,Divorce rate,"Rate per 1,000 married persons",8.8
Ontario,Males,25 to 29 years,Number of divorces,Number,1173.0
Ontario,Males,25 to 29 years,Divorce rate,"Rate per 1,000 married persons",14.0
Ontario,Males,30 to 34 years,Number of divorces,Number,2877.0
Ontario,Males,30 to 34 years,Divorce rate,"Rate per 1,000 married persons",14.0
Ontario,Males,35 to 39 years,Number of divorces,Number,3744.0
Ontario,Males,35 to 39 years,Divorce rate,"Rate per 1,000 married persons",14.0
Ontario,Males,40 to 44 years,Number of divorces,Number,4116.0
Ontario,Males,40 to 44 years,Divorce rate,"Rate per 1,000 married persons",13.3
Ontario,Males,45 to 49 years,Number of divorces,Number,4119.0
Ontario,Males,45 to 49 years,Divorce rate,"Rate per 1,000 married persons",12.2
Ontario,Males,50 to 54 years,Number of divorces,Number,3951.0
Ontario,Males,50 to 54 years,Divorce rate,"Rate per 1,000 married persons",10.3
Ontario,Males,55 to 59 years,Number of divorces,Number,2559.0
Ontario,Males,55 to 59 years,Divorce rate,"Rate per 1,000 married persons",7.3
Ontario,Males,60 to 64 years,Number of divorces,Number,1515.0
Ontario,Males,60 to 64 years,Divorce rate,"Rate per 1,000 married persons",5.0
Ontario,Males,65 years and over,Number of divorces,Number,1326.0
Ontario,Males,65 years and over,Divorce rate,"Rate per 1,000 married persons",1.8
Ontario,Females,All ages,Number of divorces,Number,25833.0
Ontario,Females,All ages,Divorce rate,"Rate per 1,000 married persons",8.6
Ontario,Females,Under 20 years,Number of divorces,Number,9.0
