Year,Location,Sex or gender,Age at divorce,Indicator,Unit Of Measure,VALUE
1981,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1395.0
1981,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,717.0
1981,Ontario,Both sexes,65 years and over,Number of divorces,Number,495.0
1981,Ontario,Males,All ages,Number of divorces,Number,21954.0
1981,Ontario,Males,Under 20 years,Number of divorces,Number,6.0
1981,Ontario,Males,20 to 24 years,Number of divorces,Number,939.0
1981,Ontario,Males,25 to 29 years,Number of divorces,Number,4446.0
1981,Ontario,Males,30 to 34 years,Number of divorces,Number,5508.0
1981,Ontario,Males,35 to 39 years,Number of divorces,Number,3759.0
1981,Ontario,Males,40 to 44 years,Number of divorces,Number,2487.0
1981,Ontario,Males,45 to 49 years,Number of divorces,Number,1827.0
1981,Ontario,Males,50 to 54 years,Number of divorces,Number,1413.0
1981,Ontario,Males,55 to 59 years,Number of divorces,Number,813.0
1981,Ontario,Males,60 to 64 years,Number of divorces,Number,432.0
1981,Ontario,Males,65 years and over,Number of divorces,Number,324.0
1981,Ontario,Females,All ages,Number of divorces,Number,21957.0
1981,Ontario,Females,Under 20 years,Number of divorces,Number,78.0
1981,Ontario,Females,20 to 24 years,Number of divorces,Number,2385.0
1981,Ontario,Females,25 to 29 years,Number of divorces,Number,5667.0
1981,Ontario,Females,30 to 34 years,Number of divorces,Number,4941.0
1981,Ontario,Females,35 to 39 years,Number of divorces,Number,3204.0
1981,Ontario,Females,40 to 44 years,Number of divorces,Number,2082.0
1981,Ontario,Females,45 to 49 years,Number of divorces,Number,1539.0
1981,Ontario,Females,50 to 54 years,Number of divorces,Number,1023.0
1981,Ontario,Females,55 to 59 years,Number of divorces,Number,582.0
1981,Ontario,Females,60 to 64 years,Number of divorces,Number,285.0
1981,Ontario,Females,65 years and over,Number of divorces,Number,171.0
1982,Ontario,Both sexes,All ages,Number of divorces,Number,47934.0
1982,Ontario,Both sexes,Under 20 years,Number of divorces,Number,60.0
1982,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,3429.0
1982,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,10614.0
1982,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,11337.0
1982,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,8238.0
1982,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,5385.0
1982,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,3615.0
1982,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,2466.0
1982,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1470.0
1982,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,741.0
1982,Ontario,Both sexes,65 years and over,Number of divorces,Number,579.0
1982,Ontario,Males,All ages,Number of divorces,Number,23967.0
1982,Ontario,Males,Under 20 years,Number of divorces,Number,3.0
1982,Ontario,Males,20 to 24 years,Number of divorces,Number,996.0
1982,Ontario,Males,25 to 29 years,Number of divorces,Number,4557.0
1982,Ontario,Males,30 to 34 years,Number of divorces,Number,5874.0
1982,Ontario,Males,35 to 39 years,Number of divorces,Number,4464.0
1982,Ontario,Males,40 to 44 years,Number of divorces,Number,2910.0
1982,Ontario,Males,45 to 49 years,Number of divorces,Number,2058.0
1982,Ontario,Males,50 to 54 years,Number of divorces,Number,1437.0
1982,Ontario,Males,55 to 59 years,Number of divorces,Number,873.0
1982,Ontario,Males,60 to 64 years,Number of divorces,Number,432.0
1982,Ontario,Males,65 years and over,Number of divorces,Number,363.0
1982,Ontario,Females,All ages,Number of divorces,Number,23967.0
1982,Ontario,Females,Under 20 years,Number of divorces,Number,57.0
1982,Ontario,Females,20 to 24 years,Number of divorces,Number,2433.0
1982,Ontario,Females,25 to 29 years,Number of divorces,Number,6057.0
1982,Ontario,Females,30 to 34 years,Number of divorces,Number,5463.0
1982,Ontario,Females,35 to 39 years,Number of divorces,Number,3774.0
1982,Ontario,Females,40 to 44 years,Number of divorces,Number,2475.0
1982,Ontario,Females,45 to 49 years,Number of divorces,Number,1557.0
1982,Ontario,Females,50 to 54 years,Number of divorces,Number,1029.0
1982,Ontario,Females,55 to 59 years,Number of divorces,Number,597.0
1982,Ontario,Females,60 to 64 years,Number of divorces,Number,309.0
1982,Ontario,Females,65 years and over,Number of divorces,Number,216.0
1983,Ontario,Both sexes,All ages,Number of divorces,Number,46653.0
1983,Ontario,Both sexes,Under 20 years,Number of divorces,Number,69.0
1983,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,2934.0
1983,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,10119.0
1983,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,10848.0
1983,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,8505.0
1983,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,5496.0
1983,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,3609.0
1983,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,2391.0
1983,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1470.0
1983,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,729.0
1983,Ontario,Both sexes,65 years and over,Number of divorces,Number,486.0
1983,Ontario,Males,All ages,Number of divorces,Number,23328.0
1983,Ontario,Males,Under 20 years,Number of divorces,Number,9.0
1983,Ontario,Males,20 to 24 years,Number of divorces,Number,825.0
1983,Ontario,Males,25 to 29 years,Number of divorces,Number,4350.0
1983,Ontario,Males,30 to 34 years,Number of divorces,Number,5556.0
1983,Ontario,Males,35 to 39 years,Number of divorces,Number,4503.0
1983,Ontario,Males,40 to 44 years,Number of divorces,Number,3021.0
1983,Ontario,Males,45 to 49 years,Number of divorces,Number,2067.0
1983,Ontario,Males,50 to 54 years,Number of divorces,Number,1389.0
1983,Ontario,Males,55 to 59 years,Number of divorces,Number,843.0
1983,Ontario,Males,60 to 64 years,Number of divorces,Number,450.0
1983,Ontario,Males,65 years and over,Number of divorces,Number,315.0
1983,Ontario,Females,All ages,Number of divorces,Number,23325.0
1983,Ontario,Females,Under 20 years,Number of divorces,Number,60.0
1983,Ontario,Females,20 to 24 years,Number of divorces,Number,2109.0
1983,Ontario,Females,25 to 29 years,Number of divorces,Number,5769.0
1983,Ontario,Females,30 to 34 years,Number of divorces,Number,5289.0
1983,Ontario,Females,35 to 39 years,Number of divorces,Number,4002.0
1983,Ontario,Females,40 to 44 years,Number of divorces,Number,2475.0
1983,Ontario,Females,45 to 49 years,Number of divorces,Number,1542.0
1983,Ontario,Females,50 to 54 years,Number of divorces,Number,1002.0
1983,Ontario,Females,55 to 59 years,Number of divorces,Number,627.0
1983,Ontario,Females,60 to 64 years,Number of divorces,Number,279.0
1983,Ontario,Females,65 years and over,Number of divorces,Number,171.0
1984,Ontario,Both sexes,All ages,Number of divorces,Number,43782.0
1984,Ontario,Both sexes,Under 20 years,Number of divorces,Number,54.0
1984,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,2625.0
1984,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,8832.0
1984,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,10047.0
1984,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,8133.0
1984,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,5484.0
1984,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,3588.0
1984,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,2325.0
1984,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1422.0
1984,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,792.0
1984,Ontario,Both sexes,65 years and over,Number of divorces,Number,480.0
1984,Ontario,Males,All ages,Number of divorces,Number,21891.0
1984,Ontario,Males,Under 20 years,Number of divorces,Number,6.0
1984,Ontario,Males,20 to 24 years,Number of divorces,Number,741.0
1984,Ontario,Males,25 to 29 years,Number of divorces,Number,3786.0
1984,Ontario,Males,30 to 34 years,Number of divorces,Number,5049.0
1984,Ontario,Males,35 to 39 years,Number of divorces,Number,4332.0
1984,Ontario,Males,40 to 44 years,Number of divorces,Number,2913.0
1984,Ontario,Males,45 to 49 years,Number of divorces,Number,2076.0
1984,Ontario,Males,50 to 54 years,Number of divorces,Number,1362.0
1984,Ontario,Males,55 to 59 years,Number of divorces,Number,852.0
1984,Ontario,Males,60 to 64 years,Number of divorces,Number,468.0
1984,Ontario,Males,65 years and over,Number of divorces,Number,306.0
1984,Ontario,Females,All ages,Number of divorces,Number,21891.0
1984,Ontario,Females,Under 20 years,Number of divorces,Number,48.0
1984,Ontario,Females,20 to 24 years,Number of divorces,Number,1884.0
1984,Ontario,Females,25 to 29 years,Number of divorces,Number,5046.0
1984,Ontario,Females,30 to 34 years,Number of divorces,Number,4998.0
1984,Ontario,Females,35 to 39 years,Number of divorces,Number,3801.0
1984,Ontario,Females,40 to 44 years,Number of divorces,Number,2571.0
1984,Ontario,Females,45 to 49 years,Number of divorces,Number,1512.0
1984,Ontario,Females,50 to 54 years,Number of divorces,Number,963.0
1984,Ontario,Females,55 to 59 years,Number of divorces,Number,570.0
1984,Ontario,Females,60 to 64 years,Number of divorces,Number,324.0
1984,Ontario,Females,65 years and over,Number of divorces,Number,174.0
1985,Ontario,Both sexes,All ages,Number of divorces,Number,42381.0
1985,Ontario,Both sexes,Under 20 years,Number of divorces,Number,33.0
1985,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,2154.0
1985,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,8307.0
1985,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,9816.0
1985,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,8262.0
1985,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,5409.0
1985,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,3483.0
1985,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,2286.0
1985,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1371.0
1985,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,720.0
1985,Ontario,Both sexes,65 years and over,Number of divorces,Number,540.0
1985,Ontario,Males,All ages,Number of divorces,Number,21192.0
1985,Ontario,Males,Under 20 years,Number of divorces,Number,3.0
1985,Ontario,Males,20 to 24 years,Number of divorces,Number,585.0
1985,Ontario,Males,25 to 29 years,Number of divorces,Number,3468.0
1985,Ontario,Males,30 to 34 years,Number of divorces,Number,4938.0
1985,Ontario,Males,35 to 39 years,Number of divorces,Number,4374.0
1985,Ontario,Males,40 to 44 years,Number of divorces,Number,2934.0
1985,Ontario,Males,45 to 49 years,Number of divorces,Number,1965.0
1985,Ontario,Males,50 to 54 years,Number of divorces,Number,1308.0
1985,Ontario,Males,55 to 59 years,Number of divorces,Number,831.0
1985,Ontario,Males,60 to 64 years,Number of divorces,Number,435.0
1985,Ontario,Males,65 years and over,Number of divorces,Number,351.0
1985,Ontario,Females,All ages,Number of divorces,Number,21189.0
1985,Ontario,Females,Under 20 years,Number of divorces,Number,30.0
1985,Ontario,Females,20 to 24 years,Number of divorces,Number,1569.0
1985,Ontario,Females,25 to 29 years,Number of divorces,Number,4839.0
1985,Ontario,Females,30 to 34 years,Number of divorces,Number,4878.0
1985,Ontario,Females,35 to 39 years,Number of divorces,Number,3888.0
1985,Ontario,Females,40 to 44 years,Number of divorces,Number,2475.0
1985,Ontario,Females,45 to 49 years,Number of divorces,Number,1518.0
1985,Ontario,Females,50 to 54 years,Number of divorces,Number,978.0
1985,Ontario,Females,55 to 59 years,Number of divorces,Number,540.0
1985,Ontario,Females,60 to 64 years,Number of divorces,Number,285.0
1985,Ontario,Females,65 years and over,Number of divorces,Number,189.0
1986,Ontario,Both sexes,All ages,Number of divorces,Number,54177.0
1986,Ontario,Both sexes,Under 20 years,Number of divorces,Number,48.0
1986,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,2781.0
1986,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,10629.0
1986,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,12174.0
1986,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,10038.0
1986,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,7056.0
1986,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,4710.0
1986,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3096.0
1986,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,1905.0
1986,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1005.0
1986,Ontario,Both sexes,65 years and over,Number of divorces,Number,735.0
1986,Ontario,Males,All ages,Number of divorces,Number,27087.0
1986,Ontario,Males,Under 20 years,Number of divorces,Number,6.0
1986,Ontario,Males,20 to 24 years,Number of divorces,Number,753.0
1986,Ontario,Males,25 to 29 years,Number of divorces,Number,4503.0
1986,Ontario,Males,30 to 34 years,Number of divorces,Number,6114.0
1986,Ontario,Males,35 to 39 years,Number of divorces,Number,5346.0
1986,Ontario,Males,40 to 44 years,Number of divorces,Number,3741.0
1986,Ontario,Males,45 to 49 years,Number of divorces,Number,2595.0
1986,Ontario,Males,50 to 54 years,Number of divorces,Number,1824.0
1986,Ontario,Males,55 to 59 years,Number of divorces,Number,1140.0
1986,Ontario,Males,60 to 64 years,Number of divorces,Number,594.0
1986,Ontario,Males,65 years and over,Number of divorces,Number,471.0
1986,Ontario,Females,All ages,Number of divorces,Number,27090.0
1986,Ontario,Females,Under 20 years,Number of divorces,Number,42.0
1986,Ontario,Females,20 to 24 years,Number of divorces,Number,2028.0
1986,Ontario,Females,25 to 29 years,Number of divorces,Number,6126.0
1986,Ontario,Females,30 to 34 years,Number of divorces,Number,6060.0
1986,Ontario,Females,35 to 39 years,Number of divorces,Number,4692.0
1986,Ontario,Females,40 to 44 years,Number of divorces,Number,3315.0
1986,Ontario,Females,45 to 49 years,Number of divorces,Number,2115.0
1986,Ontario,Females,50 to 54 years,Number of divorces,Number,1272.0
1986,Ontario,Females,55 to 59 years,Number of divorces,Number,765.0
1986,Ontario,Females,60 to 64 years,Number of divorces,Number,411.0
1986,Ontario,Females,65 years and over,Number of divorces,Number,264.0
1987,Ontario,Both sexes,All ages,Number of divorces,Number,78870.0
1987,Ontario,Both sexes,Under 20 years,Number of divorces,Number,69.0
1987,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,4305.0
1987,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,15051.0
1987,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,17787.0
1987,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,15174.0
1987,Ontario,Both sexes,40 to 44 years,Number of divorces,Number,11418.0
1987,Ontario,Both sexes,45 to 49 years,Number of divorces,Number,6618.0
1987,Ontario,Both sexes,50 to 54 years,Number of divorces,Number,3948.0
1987,Ontario,Both sexes,55 to 59 years,Number of divorces,Number,2325.0
1987,Ontario,Both sexes,60 to 64 years,Number of divorces,Number,1242.0
1987,Ontario,Both sexes,65 years and over,Number of divorces,Number,933.0
1987,Ontario,Males,All ages,Number of divorces,Number,39435.0
1987,Ontario,Males,Under 20 years,Number of divorces,Number,12.0
1987,Ontario,Males,20 to 24 years,Number of divorces,Number,1212.0
1987,Ontario,Males,25 to 29 years,Number of divorces,Number,6456.0
1987,Ontario,Males,30 to 34 years,Number of divorces,Number,8778.0
1987,Ontario,Males,35 to 39 years,Number of divorces,Number,7926.0
1987,Ontario,Males,40 to 44 years,Number of divorces,Number,6129.0
1987,Ontario,Males,45 to 49 years,Number of divorces,Number,3792.0
1987,Ontario,Males,50 to 54 years,Number of divorces,Number,2352.0
1987,Ontario,Males,55 to 59 years,Number of divorces,Number,1455.0
1987,Ontario,Males,60 to 64 years,Number of divorces,Number,732.0
1987,Ontario,Males,65 years and over,Number of divorces,Number,591.0
1987,Ontario,Females,All ages,Number of divorces,Number,39435.0
1987,Ontario,Females,Under 20 years,Number of divorces,Number,57.0
1987,Ontario,Females,20 to 24 years,Number of divorces,Number,3093.0
1987,Ontario,Females,25 to 29 years,Number of divorces,Number,8595.0
1987,Ontario,Females,30 to 34 years,Number of divorces,Number,9009.0
1987,Ontario,Females,35 to 39 years,Number of divorces,Number,7248.0
1987,Ontario,Females,40 to 44 years,Number of divorces,Number,5289.0
1987,Ontario,Females,45 to 49 years,Number of divorces,Number,2826.0
1987,Ontario,Females,50 to 54 years,Number of divorces,Number,1596.0
1987,Ontario,Females,55 to 59 years,Number of divorces,Number,870.0
1987,Ontario,Females,60 to 64 years,Number of divorces,Number,510.0
1987,Ontario,Females,65 years and over,Number of divorces,Number,342.0
1988,Ontario,Both sexes,All ages,Number of divorces,Number,65634.0
1988,Ontario,Both sexes,Under 20 years,Number of divorces,Number,84.0
1988,Ontario,Both sexes,20 to 24 years,Number of divorces,Number,3387.0
1988,Ontario,Both sexes,25 to 29 years,Number of divorces,Number,12204.0
1988,Ontario,Both sexes,30 to 34 years,Number of divorces,Number,14322.0
1988,Ontario,Both sexes,35 to 39 years,Number of divorces,Number,12303.0
